,Pts,Gm1,Gm2,Set1,Set2,Serving,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
9510,0-0,2,1,0,0,ST,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9511,15-0,2,1,0,0,ST,"6w,",4,f38,b3,b1,f1,f1,f3,b1,f3,b3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9512,15-15,2,1,0,0,ST,"6d,",5,b18,f3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9513,30-15,2,1,0,0,ST,4,b39,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9514,30-30,2,1,0,0,ST,6,s27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9515,40-30,2,1,0,0,ST,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9516,0-0,2,2,0,0,ND,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9517,15-0,2,2,0,0,ND,6,f39,b3,f3,b1,f1,f3,s3,y+1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9518,30-0,2,2,0,0,ND,6,s38,b1,f1,r1,f+3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9519,30-15,2,2,0,0,ND,6,f38,f3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9520,30-30,2,2,0,0,ND,"4n,",4,f38,b3,b3,b3,b3,f;1,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9521,40-30,2,2,0,0,ND,"4d,",6,f38,b3,b3,b3,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9522,40-40,2,2,0,0,ND,4,f28,f3,s3,f1,f1,f3,b2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9523,40-AD,2,2,0,0,ND,4,b27,f+1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9524,40-40,2,2,0,0,ND,"4w,",5,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9525,AD-40,2,2,0,0,ND,4,s28,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9526,0-0,3,2,0,0,ST,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9527,15-0,3,2,0,0,ST,4,s39,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9528,15-15,3,2,0,0,ST,4,r28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9529,30-15,3,2,0,0,ST,"6w,",4,b38,b3,b3,b3,b3,f3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9530,30-30,3,2,0,0,ST,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9531,40-30,3,2,0,0,ST,6,f38,b3,b3,f2,f2,b3,b3,b3,y3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9532,0-0,3,3,0,0,ND,4,f38,b1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9533,0-15,3,3,0,0,ND,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9534,15-15,3,3,0,0,ND,"4w,",4,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9535,30-15,3,3,0,0,ND,6,f28,f3,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9536,30-30,3,3,0,0,ND,4,f28,b3,b2,f3,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9537,40-30,3,3,0,0,ND,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9538,0-0,4,3,0,0,ST,"5d,",4,f38,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9539,0-15,4,3,0,0,ST,6,f38,f3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9540,15-15,4,3,0,0,ST,"6d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9541,15-30,4,3,0,0,ST,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9542,30-30,4,3,0,0,ST,"4w,",6,b28,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9543,30-40,4,3,0,0,ST,"6n,",5,b37,b3,b3,f1,f2,f1,f2,f+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9544,0-0,5,3,0,0,ND,4,f29,b3,s3,b1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9545,15-0,5,3,0,0,ND,"4n,",6,f28,b3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546,15-15,5,3,0,0,ND,4,f18,f1,r3,b3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9547,30-15,5,3,0,0,ND,4,s28,f3,s3,s+1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9548,40-15,5,3,0,0,ND,"4d,",5,f38,b1,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9549,0-0,0,0,1,0,ST,"6n,",6,b18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,0-15,0,0,1,0,ST,6,f28,f1,f1,f1,f3,b3,f2,f2,f1,f1,f3,b3,y+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9551,0-30,0,0,1,0,ST,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9552,15-30,0,0,1,0,ST,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,30-30,0,0,1,0,ST,"6d,",5,b17,f+3,m2,o1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9554,40-30,0,0,1,0,ST,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9555,0-0,0,1,1,0,ND,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9556,15-0,0,1,1,0,ND,"4w,",4,b38,b1,f3,b3,s3,b3,b3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9557,30-0,0,1,1,0,ND,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9558,40-0,0,1,1,0,ND,"4d,",6,f27,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9559,0-0,1,1,1,0,ST,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9560,15-0,1,1,1,0,ST,"4w,",6,f28,f1,f1,f3,m1,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9561,30-0,1,1,1,0,ST,"6d,",6,b28,f1,f2,b3,b3,b3,b3,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9562,40-0,1,1,1,0,ST,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9563,0-0,1,2,1,0,ND,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564,15-0,1,2,1,0,ND,"4n,",4,b38,b3,b3,b1,r2,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9565,30-0,1,2,1,0,ND,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9566,40-0,1,2,1,0,ND,"4d,",4,b38,b1,f3,b1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9567,40-15,1,2,1,0,ND,4,f18,f3,s2,y+3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9568,0-0,2,2,1,0,ST,4,r18,f3,b3,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9569,0-15,2,2,1,0,ST,6,r27,f+3,b3,z2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9570,15-15,2,2,1,0,ST,5,b18,f3,b3,b3,b3,b3,b3,b3,b1,f1,f2,b3,b3,b2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9571,15-30,2,2,1,0,ST,"4n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9572,15-40,2,2,1,0,ST,"6d,",6,b28,f1,r2,f1,f1,f1,f2,b3,b3,b3,b3,f1,f1,r2,b+3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9573,0-0,3,2,1,0,ND,4,f28,b3,s3,b3,b3,b3,f1,r1,f1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9574,0-15,3,2,1,0,ND,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9575,15-15,3,2,1,0,ND,6,s38,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9576,15-30,3,2,1,0,ND,"6d,",6,f38,b3,b3,b3,b3,b3,b2,f2,f1,f3,b2,f1,f1,f1,f1,f3,s3,b3,b3,b2,f1,f2,y1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9577,15-40,3,2,1,0,ND,"6d,",6,b28,b3,b3,b3,f3,b3,s2,f1,f1,f1,f3,b3,s3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9578,0-0,3,3,1,0,ST,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9579,15-0,3,3,1,0,ST,"4x,",4,b37,b3,b2,f1,f2,b+3,b2,z1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9580,15-15,3,3,1,0,ST,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9581,30-15,3,3,1,0,ST,4,b38,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9582,30-30,3,3,1,0,ST,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9583,40-30,3,3,1,0,ST,5,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9584,0-0,3,4,1,0,ND,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585,15-0,3,4,1,0,ND,6,f38,b3,b2,f1,f3,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9586,30-0,3,4,1,0,ND,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9587,40-0,3,4,1,0,ND,"6d,",4,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9588,0-0,4,4,1,0,ST,6,b27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589,0-15,4,4,1,0,ST,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590,15-15,4,4,1,0,ST,"4w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9591,15-30,4,4,1,0,ST,"4n,",4,b38,b2,f3,b3,b3,b3,f2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9592,15-40,4,4,1,0,ST,"6w,",5,f28,f3,b3,b3,b3,f1,f2,f2,f2,f1,f1,f3,b3,s3,b3,b3,b3,b3,y3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9593,0-0,5,4,1,0,ND,"6n,",4,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9594,15-0,5,4,1,0,ND,6,f37,f3,b3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9595,30-0,5,4,1,0,ND,4,f17,f+3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9596,40-0,5,4,1,0,ND,4,b37,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9597,0-0,0,0,0,0,ND,6,b28,f38,b38,b19,f17,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9598,0-15,0,0,0,0,ND,4,b29,f!1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9599,0-30,0,0,0,0,ND,6,b27,f37,b28,s38,f39,b28,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600,15-30,0,0,0,0,ND,4,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601,30-30,0,0,0,0,ND,6,s29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602,30-40,0,0,0,0,ND,6,r28,f37,b37,f18,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603,40-40,0,0,0,0,ND,c4,r17,f+38,b39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9604,AD-40,0,0,0,0,ND,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9605,0-0,1,0,0,0,GM,4,r28,f18,f18,f29,b38,b37,b28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9606,0-15,1,0,0,0,GM,5,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9607,15-15,1,0,0,0,GM,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9608,30-15,1,0,0,0,GM,6,f28,f28,b28,f38,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9609,40-15,1,0,0,0,GM,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9610,0-0,1,1,0,0,ND,4,r18,f+38,s3,z19,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9611,0-15,1,1,0,0,ND,4,b28,f38,b37,y17,r-18,l19,f18,f27,b39,b19,f17,f28,b38,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9612,15-15,1,1,0,0,ND,6,b18,f17,f28,b29,b28,f28,b19,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9613,15-30,1,1,0,0,ND,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9614,30-30,1,1,0,0,ND,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9615,40-30,1,1,0,0,ND,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9616,40-40,1,1,0,0,ND,4,r18,f18,f19,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9617,40-AD,1,1,0,0,ND,6,r29,f39,b28,f29,f29,f17,f18,f28,b29,b28,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9618,40-40,1,1,0,0,ND,"6w,",5,f28,f28,b28,f39,b28,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9619,AD-40,1,1,0,0,ND,6,r27,f39,b38,b39,b38,b38,b38,b28,f18,f17,f;28,b28,b38,b28,f18,f38,b38,b38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9620,40-40,1,1,0,0,ND,6,s27,f+17,f39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9621,AD-40,1,1,0,0,ND,4,b28,f28,f29,f39,b38,b19,f18,f28,b28,f29,f+38,s2,k18,l19,f17,f28,s38,b38,b39,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9622,40-40,1,1,0,0,ND,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9623,AD-40,1,1,0,0,ND,"4w,",5,f28,f17,f17,f+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9624,40-40,1,1,0,0,ND,"4+n,",6,b19,f19,f28,f29,f28,f38,b38,b19,f18,f19,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9625,AD-40,1,1,0,0,ND,4,b37,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9626,40-40,1,1,0,0,ND,c4,r19,f18,f!28,f19,f18,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9627,40-AD,1,1,0,0,ND,"4n,",5,b38,f;29,f29,f38,b38,b29,b19,f18,f28,b38,b39,y37,s-18,l2,o27,b38,b38,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9628,0-0,1,2,0,0,GM,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9629,15-0,1,2,0,0,GM,"4x,",6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9630,30-0,1,2,0,0,GM,6,b17,f17,f18,f28,b28,b39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9631,40-0,1,2,0,0,GM,"4x,",5,f38,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9632,40-15,1,2,0,0,GM,"6d,",6,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9633,40-30,1,2,0,0,GM,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9634,0-0,1,3,0,0,ND,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9635,15-0,1,3,0,0,ND,"4n,",6,f2n7,f18,f29,f27,f38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9636,15-15,1,3,0,0,ND,4,f29,f19,f18,f;27,f+29,b2,z29,f1,v27,l29,t2,v37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9637,30-15,1,3,0,0,ND,6,r28,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9638,40-15,1,3,0,0,ND,4+,f1,v^37,s-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9639,40-30,1,3,0,0,ND,6,f19,f+39,s2,z^37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9640,40-40,1,3,0,0,ND,"4n,",4,f18,f38,b39,b18,f17,u+37,s-1,v18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9641,AD-40,1,3,0,0,ND,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9642,0-0,2,3,0,0,GM,"4d,",4,f29,f28,f29,f28,f19,f17,f28,b38,b39,b39,b39,b18,f38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9643,0-15,2,3,0,0,GM,"4n,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9644,15-15,2,3,0,0,GM,"6n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9645,15-30,2,3,0,0,GM,"4n,",4,b37,b39,b39,b39,b38,b38,b38,b18,f19,f!28,f17,f18,f18,f38,b38,b18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646,30-30,2,3,0,0,GM,4,f28,b38,b38,b29,f27,f18,f19,f38,b39,b39,f38,b28,f37,b28,f29,b28,f38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9647,40-30,2,3,0,0,GM,"4n,",6,f29,f38,b38,b38,b38,b39,b38,b38,b38,b37,y37,b-39,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9648,0-0,2,4,0,0,ND,4,f28,f28,b29,b19,f29,b29,b28,b28,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9649,15-0,2,4,0,0,ND,"6w,",5,b37,b28,b28,f39,b39,b19,f28,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650,15-15,2,4,0,0,ND,4+,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9651,15-30,2,4,0,0,ND,6,r;37,f-3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9652,15-40,2,4,0,0,ND,4,r17,u-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9653,30-40,2,4,0,0,ND,6,r29,f18,f27,f;28,b28,f19,r28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9654,40-40,2,4,0,0,ND,"4w,",6,b39,b38,s38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9655,40-AD,2,4,0,0,ND,"4n,",4,b38,b29,b38,b37,b39,b19,f19,f39,b38,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9656,0-0,2,5,0,0,GM,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9657,15-0,2,5,0,0,GM,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9658,30-0,2,5,0,0,GM,"R,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9659,30-15,2,5,0,0,GM,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9660,40-15,2,5,0,0,GM,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9661,0-0,0,0,0,1,ND,4,r27,f+39,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9662,15-0,0,0,0,1,ND,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9663,30-0,0,0,0,1,ND,4,r28,f+38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9664,30-15,0,0,0,1,ND,4,b29,f28,f28,f29,b28,b39,b38,b39,b38,b18,f17,f28,b29,b28,b29,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9665,30-30,0,0,0,1,ND,6,s1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9666,40-30,0,0,0,1,ND,"6n,",5,f38,y17,r-3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9667,0-0,1,0,0,1,GM,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9668,0-15,1,0,0,1,GM,4,b29,f18,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9669,15-15,1,0,0,1,GM,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9670,30-15,1,0,0,1,GM,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9671,40-15,1,0,0,1,GM,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
